,Warehouse_block,Mode_of_shipment,Customer_care_calls,Customer_rating,Cost_of_the_product_($),Prior_purchases,Prior_purchases_interval,Product_importance,Gender,Discount_offered_($),Discount_interval,Weight_in_gms,Weight_Category,Reached_on_Time_(0/1),Revenue_($)
2218,C,Ship,4,2,243,3,2 - 4,Medium,F,13,> 10,2850,Small,1,230
2219,E,Ship,6,5,240,4,2 - 4,Medium,M,62,> 10,2400,Small,1,178
2220,D,Ship,6,1,229,6,2 - 4,Low,M,35,> 10,3239,Medium,1,194
2221,E,Ship,3,1,164,2,0 - 2,Low,M,2,0 - 4,1304,Small,1,162
2222,A,Ship,3,4,234,3,2 - 4,Medium,F,37,> 10,2111,Small,1,197
2223,B,Ship,4,1,97,2,0 - 2,High,M,15,> 10,1836,Small,1,82
2224,C,Ship,4,3,258,3,2 - 4,Low,F,12,> 10,2017,Small,1,246
2225,E,Ship,3,1,147,2,0 - 2,Medium,M,52,> 10,1934,Small,1,95
2226,D,Ship,4,3,180,4,2 - 4,Low,M,14,> 10,1686,Small,1,166
2227,E,Ship,5,1,212,3,2 - 4,Low,F,11,> 10,2073,Small,1,201
2228,A,Ship,3,4,198,2,0 - 2,Medium,M,19,> 10,2373,Small,1,179
2229,B,Ship,3,1,239,3,2 - 4,Low,F,63,> 10,2154,Small,1,176
2230,C,Ship,4,3,158,2,0 - 2,Low,M,46,> 10,1374,Small,1,112
2231,E,Ship,4,3,218,3,2 - 4,High,F,57,> 10,3311,Medium,1,161
2232,D,Ship,4,4,156,3,2 - 4,Low,M,20,> 10,1523,Small,1,136
2233,E,Ship,3,4,235,3,2 - 4,Low,M,52,> 10,3447,Medium,1,183
2234,A,Ship,4,5,168,3,2 - 4,Low,F,4,0 - 4,1363,Small,1,164
2235,B,Ship,3,1,178,3,2 - 4,High,F,36,> 10,1297,Small,1,142
2236,C,Ship,4,2,275,3,2 - 4,Medium,M,26,> 10,2449,Small,1,249
2237,E,Ship,3,4,139,2,0 - 2,Low,M,45,> 10,1192,Small,1,94
2238,D,Ship,2,5,236,3,2 - 4,Medium,F,13,> 10,2171,Small,1,223
2239,E,Ship,3,4,155,2,0 - 2,Low,F,37,> 10,1780,Small,1,118
2240,A,Ship,3,3,168,3,2 - 4,Medium,M,11,> 10,1008,Small,1,157
2241,B,Ship,4,1,151,2,0 - 2,Low,M,42,> 10,1367,Small,1,109
2242,C,Ship,3,4,113,4,2 - 4,Low,F,56,> 10,1154,Small,1,57
2243,E,Ship,4,3,133,3,2 - 4,Medium,F,50,> 10,1861,Small,1,83
2244,D,Ship,5,4,163,4,2 - 4,Medium,M,57,> 10,1613,Small,1,106
2245,E,Ship,5,3,206,2,0 - 2,Medium,F,59,> 10,3278,Medium,1,147
2246,A,Ship,3,2,177,2,0 - 2,Medium,F,23,> 10,1929,Small,1,154
2247,B,Ship,3,2,206,2,0 - 2,Low,M,3,0 - 4,2261,Small,1,203
2248,C,Ship,5,1,189,3,2 - 4,Medium,M,13,> 10,3492,Medium,1,176
2249,E,Ship,3,4,270,2,0 - 2,Low,M,39,> 10,3690,Medium,1,231
2250,D,Ship,4,1,238,3,2 - 4,Low,F,33,> 10,2013,Small,1,205
2251,E,Ship,5,1,143,2,0 - 2,Low,M,46,> 10,1387,Small,1,97
2252,A,Ship,4,1,173,2,0 - 2,Medium,M,53,> 10,1251,Small,1,120
2253,B,Ship,3,5,134,3,2 - 4,Medium,M,38,> 10,1169,Small,1,96
2254,C,Ship,4,4,176,3,2 - 4,High,M,34,> 10,1283,Small,1,142
2255,E,Ship,4,3,160,2,0 - 2,Medium,F,38,> 10,1961,Small,1,122
2256,D,Ship,3,4,230,3,2 - 4,High,F,22,> 10,3546,Medium,1,208
2257,E,Ship,4,5,178,3,2 - 4,Low,F,5,4 - 10,1012,Small,1,173
2258,A,Ship,3,2,256,4,2 - 4,Low,F,18,> 10,2699,Small,1,238
2259,B,Ship,3,4,256,4,2 - 4,Low,M,11,> 10,3030,Medium,1,245
2260,C,Ship,3,2,208,4,2 - 4,Medium,M,52,> 10,2900,Medium,1,156
2261,E,Ship,4,3,119,3,2 - 4,Low,F,40,> 10,1233,Small,1,79
2262,D,Ship,3,3,114,6,2 - 4,Low,F,26,> 10,1825,Small,1,88
2263,E,Ship,3,5,225,3,2 - 4,Low,F,1,0 - 4,2864,Small,1,224
2264,A,Ship,4,5,155,4,2 - 4,High,F,48,> 10,1972,Small,1,107
2265,B,Ship,4,4,223,3,2 - 4,Medium,F,51,> 10,3895,Medium,1,172
2266,C,Ship,5,3,194,3,2 - 4,Medium,F,6,4 - 10,2736,Small,1,188
2267,E,Ship,5,4,281,4,2 - 4,Medium,F,40,> 10,3381,Medium,1,241
2268,D,Ship,4,1,132,4,2 - 4,Medium,F,10,> 10,1343,Small,1,122
2269,E,Ship,4,1,229,3,2 - 4,Medium,F,53,> 10,3423,Medium,1,176
2270,A,Ship,4,2,251,3,2 - 4,Low,F,10,> 10,3517,Medium,1,241
2271,B,Ship,4,1,113,3,2 - 4,Low,F,60,> 10,1200,Small,1,53
2272,C,Ship,5,5,234,6,2 - 4,Low,F,52,> 10,2615,Small,1,182
2273,E,Ship,3,3,181,2,0 - 2,Medium,M,58,> 10,3719,Medium,1,123
2274,D,Ship,5,2,157,2,0 - 2,Low,M,32,> 10,1497,Small,1,125
2275,E,Ship,3,1,155,3,2 - 4,Low,M,49,> 10,1203,Small,1,106
2276,A,Ship,3,4,209,2,0 - 2,Low,M,62,> 10,2935,Medium,1,147
2277,B,Ship,4,3,264,3,2 - 4,Low,F,39,> 10,2213,Small,1,225
2278,C,Ship,3,1,268,3,2 - 4,Low,F,47,> 10,2479,Small,1,221
2279,E,Ship,6,1,224,3,2 - 4,Medium,M,64,> 10,2705,Small,1,160
2280,D,Ship,4,4,223,10,> 4,Low,M,24,> 10,3271,Medium,1,199
2281,E,Ship,3,2,191,3,2 - 4,High,F,42,> 10,2374,Small,1,149
2282,A,Ship,4,1,184,3,2 - 4,High,F,47,> 10,3081,Medium,1,137
2283,B,Ship,6,5,174,3,2 - 4,Medium,F,32,> 10,1921,Small,1,142
2284,C,Ship,6,3,134,8,2 - 4,High,F,12,> 10,1371,Small,1,122
2285,E,Ship,4,1,135,2,0 - 2,High,F,25,> 10,1009,Small,1,110
2286,D,Ship,5,4,234,2,0 - 2,High,F,61,> 10,3084,Medium,1,173
2287,E,Ship,3,1,215,6,2 - 4,High,M,5,4 - 10,3432,Medium,1,210
2288,A,Ship,5,4,187,2,0 - 2,Medium,F,10,> 10,3549,Medium,1,177
2289,B,Ship,3,1,238,2,0 - 2,Medium,F,50,> 10,3438,Medium,1,188
2290,C,Ship,4,2,273,4,2 - 4,Low,F,26,> 10,3223,Medium,1,247
2291,E,Ship,5,4,192,3,2 - 4,Medium,M,46,> 10,3709,Medium,1,146
2292,D,Ship,3,5,268,4,2 - 4,High,M,5,4 - 10,3446,Medium,1,263
2293,E,Ship,3,5,225,3,2 - 4,Low,F,12,> 10,2721,Small,1,213
2294,A,Ship,4,5,155,4,2 - 4,High,F,54,> 10,1408,Small,1,101
2295,B,Ship,4,2,223,3,2 - 4,Medium,F,56,> 10,3158,Medium,1,167
2296,C,Ship,5,1,194,3,2 - 4,Medium,F,32,> 10,3003,Medium,1,162
2297,E,Ship,5,4,281,4,2 - 4,Medium,M,56,> 10,3709,Medium,1,225
2298,D,Ship,4,5,132,4,2 - 4,Medium,F,28,> 10,1715,Small,1,104
2299,E,Ship,4,1,229,3,2 - 4,Medium,F,20,> 10,2891,Medium,1,209
2300,A,Ship,4,1,251,3,2 - 4,Low,F,33,> 10,2502,Small,1,218
2301,B,Ship,4,5,113,3,2 - 4,Low,F,52,> 10,1741,Small,1,61
2302,C,Road,5,2,234,6,2 - 4,Low,F,58,> 10,2448,Small,1,176
2303,E,Road,3,3,181,2,0 - 2,Medium,F,52,> 10,3236,Medium,1,129
2304,D,Road,5,2,157,2,0 - 2,Low,M,58,> 10,1654,Small,1,99
2305,E,Road,3,3,155,3,2 - 4,Low,M,20,> 10,1830,Small,1,135
2306,A,Road,3,5,209,2,0 - 2,Low,M,33,> 10,2603,Small,1,176
2307,B,Road,4,1,264,3,2 - 4,Low,M,13,> 10,3015,Medium,1,251
2308,C,Road,3,2,268,3,2 - 4,Low,M,30,> 10,2867,Small,1,238
2309,E,Road,6,2,224,3,2 - 4,Medium,F,26,> 10,3247,Medium,1,198
2310,D,Road,4,3,223,10,> 4,Low,F,21,> 10,2943,Medium,1,202
2311,E,Road,3,5,191,3,2 - 4,High,F,17,> 10,2235,Small,1,174
2312,A,Road,4,4,184,3,2 - 4,High,F,27,> 10,3967,Medium,1,157
2313,B,Road,6,4,174,3,2 - 4,Medium,F,14,> 10,1651,Small,1,160
2314,C,Road,6,2,134,8,2 - 4,High,M,42,> 10,1054,Small,1,92
2315,E,Road,4,5,135,2,0 - 2,High,F,22,> 10,1195,Small,1,113
2316,D,Road,5,5,234,2,0 - 2,High,M,50,> 10,3914,Medium,1,184
2317,E,Road,3,1,215,6,2 - 4,High,M,42,> 10,3715,Medium,1,173
2318,A,Road,5,2,187,2,0 - 2,Medium,F,29,> 10,2863,Small,1,158
2319,B,Road,3,2,238,2,0 - 2,Medium,F,32,> 10,3274,Medium,1,206
2320,C,Road,4,1,273,4,2 - 4,Low,F,54,> 10,2611,Small,1,219
2321,E,Road,5,5,192,3,2 - 4,Medium,F,37,> 10,2197,Small,1,155
2322,D,Road,3,5,268,4,2 - 4,High,M,19,> 10,2893,Medium,1,249
2323,E,Road,3,4,164,3,2 - 4,Low,M,5,4 - 10,1408,Small,1,159
2324,A,Flight,2,2,255,3,2 - 4,Low,M,59,> 10,1514,Small,1,196
2325,B,Flight,4,4,141,2,0 - 2,Low,F,30,> 10,1130,Small,1,111
2326,C,Flight,2,5,202,3,2 - 4,Low,M,50,> 10,2587,Small,1,152
2327,E,Flight,4,4,282,6,2 - 4,Medium,F,52,> 10,3009,Medium,1,230
2328,D,Flight,6,4,190,3,2 - 4,Low,M,7,4 - 10,3175,Medium,1,183
2329,E,Flight,4,2,192,4,2 - 4,Low,F,61,> 10,2256,Small,1,131
2330,A,Flight,3,4,179,2,0 - 2,Low,M,51,> 10,1041,Small,1,128
2331,B,Flight,4,3,238,2,0 - 2,Medium,M,43,> 10,2200,Small,1,195
2332,C,Flight,3,2,181,4,2 - 4,Low,F,18,> 10,3696,Medium,1,163
2333,E,Flight,5,2,128,5,2 - 4,Medium,F,45,> 10,1707,Small,1,83
2334,D,Flight,5,1,285,5,2 - 4,Low,M,51,> 10,2063,Small,1,234
2335,E,Flight,5,5,273,3,2 - 4,Medium,F,18,> 10,2415,Small,1,255
2336,A,Flight,2,2,242,6,2 - 4,Low,F,63,> 10,3144,Medium,1,179
2337,B,Flight,3,4,226,3,2 - 4,Medium,F,22,> 10,3593,Medium,1,204
2338,C,Flight,2,5,255,4,2 - 4,Low,F,36,> 10,2093,Small,1,219
2339,E,Flight,5,1,198,2,0 - 2,Medium,F,37,> 10,3025,Medium,1,161
2340,D,Flight,5,4,263,3,2 - 4,Medium,M,59,> 10,3978,Medium,1,204
2341,E,Flight,3,5,186,2,0 - 2,Low,F,39,> 10,2197,Small,1,147
2342,A,Flight,5,2,260,3,2 - 4,Low,F,22,> 10,2935,Medium,1,238
2343,B,Flight,4,2,167,2,0 - 2,Low,F,5,4 - 10,1169,Small,1,162
2344,C,Flight,4,3,210,3,2 - 4,Low,F,46,> 10,2344,Small,1,164
2345,E,Flight,4,5,216,3,2 - 4,Low,F,20,> 10,3549,Medium,1,196
2346,D,Ship,3,2,273,3,2 - 4,Low,F,12,> 10,2154,Small,1,261
2347,E,Ship,5,1,153,2,0 - 2,Low,F,55,> 10,1414,Small,1,98
2348,A,Ship,3,2,183,3,2 - 4,Medium,F,44,> 10,3809,Medium,1,139
2349,B,Ship,4,1,224,3,2 - 4,Medium,F,36,> 10,3499,Medium,1,188
2350,C,Ship,5,1,170,3,2 - 4,High,M,58,> 10,1651,Small,1,112
2351,E,Ship,5,1,237,4,2 - 4,Low,M,33,> 10,2605,Small,1,204
2352,D,Ship,5,5,234,6,2 - 4,Medium,F,60,> 10,2443,Small,1,174
2353,E,Ship,3,2,264,3,2 - 4,Medium,F,43,> 10,3439,Medium,1,221
2354,A,Ship,2,2,153,3,2 - 4,Low,F,55,> 10,1273,Small,1,98
2355,B,Ship,4,3,228,4,2 - 4,Low,M,61,> 10,3583,Medium,1,167
2356,C,Ship,3,5,264,2,0 - 2,Medium,M,33,> 10,2021,Small,1,231
2357,E,Ship,4,3,267,3,2 - 4,Low,F,42,> 10,2332,Small,1,225
2358,D,Ship,3,2,213,2,0 - 2,Low,M,22,> 10,3248,Medium,1,191
2359,E,Ship,4,1,181,3,2 - 4,Medium,M,38,> 10,3258,Medium,1,143
2360,A,Ship,6,4,209,5,2 - 4,Low,F,53,> 10,3169,Medium,1,156
2361,B,Ship,3,2,165,3,2 - 4,Low,F,19,> 10,1111,Small,1,146
2362,C,Ship,3,4,164,3,2 - 4,High,F,55,> 10,1293,Small,1,109
2363,E,Ship,5,5,141,2,0 - 2,Medium,M,14,> 10,1114,Small,1,127
2364,D,Ship,3,2,164,4,2 - 4,Medium,M,2,0 - 4,1701,Small,1,162
2365,E,Ship,3,3,178,2,0 - 2,Medium,M,4,0 - 4,1778,Small,1,174
2366,A,Ship,5,4,200,3,2 - 4,Medium,M,24,> 10,2078,Small,1,176
2367,B,Ship,4,5,185,2,0 - 2,Low,F,47,> 10,3974,Medium,1,138
2368,C,Ship,2,1,180,2,0 - 2,Medium,F,31,> 10,1078,Small,1,149
2369,E,Ship,4,5,144,3,2 - 4,Low,M,9,4 - 10,1526,Small,1,135
2370,D,Ship,4,4,161,4,2 - 4,Low,F,14,> 10,1194,Small,1,147
2371,E,Ship,4,5,152,3,2 - 4,Medium,M,25,> 10,1222,Small,1,127
2372,A,Ship,2,3,129,3,2 - 4,Low,M,50,> 10,1111,Small,1,79
2373,B,Ship,5,2,140,3,2 - 4,Medium,F,16,> 10,1969,Small,1,124
2374,C,Ship,4,1,270,4,2 - 4,Medium,F,64,> 10,3312,Medium,1,206
2375,E,Ship,3,2,183,3,2 - 4,Medium,F,25,> 10,2023,Small,1,158
2376,D,Ship,4,1,264,3,2 - 4,Low,F,39,> 10,3719,Medium,1,225
2377,E,Ship,3,2,167,4,2 - 4,Medium,M,49,> 10,1973,Small,1,118
2378,A,Ship,5,1,219,3,2 - 4,Low,M,14,> 10,2447,Small,1,205
2379,B,Ship,4,2,225,3,2 - 4,Low,M,52,> 10,3189,Medium,1,173
2380,C,Ship,4,1,228,3,2 - 4,Low,F,53,> 10,2021,Small,1,175
2381,E,Ship,3,5,119,3,2 - 4,Medium,M,7,4 - 10,1021,Small,1,112
2382,D,Ship,3,5,244,3,2 - 4,Low,F,8,4 - 10,3154,Medium,1,236
2383,E,Ship,4,3,163,5,2 - 4,Low,M,29,> 10,1349,Small,1,134
2384,A,Ship,4,5,260,3,2 - 4,Medium,M,59,> 10,3951,Medium,1,201
2385,B,Ship,4,3,135,2,0 - 2,Medium,F,53,> 10,1073,Small,1,82
2386,C,Ship,5,2,167,3,2 - 4,Medium,F,7,4 - 10,1939,Small,1,160
2387,E,Ship,4,4,233,3,2 - 4,Medium,F,14,> 10,2522,Small,1,219
2388,D,Ship,4,5,147,2,0 - 2,Medium,F,19,> 10,1940,Small,1,128
2389,E,Ship,2,4,159,2,0 - 2,Low,F,17,> 10,1686,Small,1,142
2390,A,Ship,4,2,139,3,2 - 4,Medium,M,5,4 - 10,1674,Small,1,134
2391,B,Ship,3,1,200,2,0 - 2,Low,F,44,> 10,2651,Small,1,156
2392,C,Ship,4,1,221,3,2 - 4,Low,F,3,0 - 4,2546,Small,1,218
2393,E,Ship,4,3,158,3,2 - 4,Low,M,18,> 10,1036,Small,1,140
2394,D,Ship,4,5,227,3,2 - 4,Low,M,65,> 10,3984,Medium,1,162
2395,E,Ship,3,3,179,3,2 - 4,Medium,F,12,> 10,1125,Small,1,167
2396,A,Ship,3,2,232,3,2 - 4,Low,F,64,> 10,3131,Medium,1,168
2397,B,Ship,3,3,139,2,0 - 2,Low,M,9,4 - 10,1177,Small,1,130
2398,C,Ship,6,3,195,2,0 - 2,Medium,M,21,> 10,3869,Medium,1,174
2399,E,Ship,6,2,276,6,2 - 4,Medium,M,7,4 - 10,2437,Small,1,269
2400,D,Ship,2,5,171,3,2 - 4,Medium,F,13,> 10,1101,Small,1,158
2401,E,Ship,5,4,259,3,2 - 4,Medium,F,43,> 10,2685,Small,1,216
2402,A,Ship,3,2,123,4,2 - 4,Medium,F,7,4 - 10,1596,Small,1,116
2403,B,Ship,3,2,199,4,2 - 4,Low,F,47,> 10,2208,Small,1,152
2404,C,Ship,4,3,226,2,0 - 2,Low,F,32,> 10,2912,Medium,1,194
2405,E,Ship,4,2,149,3,2 - 4,Medium,F,54,> 10,1506,Small,1,95
2406,D,Ship,3,5,115,3,2 - 4,Medium,M,60,> 10,1122,Small,1,55
2407,E,Ship,3,2,243,2,0 - 2,Medium,M,26,> 10,2719,Small,1,217
2408,A,Ship,2,4,136,6,2 - 4,Medium,M,58,> 10,1479,Small,1,78
2409,B,Ship,3,2,180,2,0 - 2,Low,F,6,4 - 10,1811,Small,1,174
2410,C,Ship,4,1,274,4,2 - 4,Medium,M,57,> 10,3332,Medium,1,217
2411,E,Ship,6,5,233,6,2 - 4,Medium,M,48,> 10,3341,Medium,1,185
2412,D,Ship,3,2,254,2,0 - 2,Medium,F,2,0 - 4,3239,Medium,1,252
2413,E,Ship,4,5,153,3,2 - 4,High,F,3,0 - 4,1347,Small,1,150
2414,A,Ship,6,3,175,5,2 - 4,Medium,F,64,> 10,1860,Small,1,111
2415,B,Ship,5,2,207,2,0 - 2,Low,F,35,> 10,2184,Small,1,172
2416,C,Ship,3,1,153,2,0 - 2,Low,F,6,4 - 10,1314,Small,1,147
2417,E,Ship,3,4,228,2,0 - 2,Medium,M,65,> 10,3943,Medium,1,163
2418,D,Ship,5,2,96,2,0 - 2,Low,F,50,> 10,1186,Small,1,46
2419,E,Ship,4,4,241,3,2 - 4,High,M,39,> 10,3798,Medium,1,202
2420,A,Ship,5,2,249,5,2 - 4,High,F,28,> 10,2846,Small,1,221
2421,B,Ship,3,3,188,5,2 - 4,Low,M,25,> 10,3992,Medium,1,163
2422,C,Ship,3,2,154,2,0 - 2,High,F,4,0 - 4,1009,Small,1,150
2423,E,Ship,4,4,226,2,0 - 2,High,M,53,> 10,3154,Medium,1,173
2424,D,Ship,5,3,250,2,0 - 2,Low,F,14,> 10,2064,Small,1,236
2425,E,Ship,3,1,150,2,0 - 2,Medium,F,46,> 10,1431,Small,1,104
2426,A,Ship,3,5,267,2,0 - 2,Low,F,16,> 10,2913,Medium,1,251
2427,B,Ship,4,3,223,3,2 - 4,Low,M,35,> 10,2715,Small,1,188
2428,C,Ship,4,5,192,3,2 - 4,Medium,F,41,> 10,3873,Medium,1,151
2429,E,Ship,3,2,143,3,2 - 4,Low,F,58,> 10,1785,Small,1,85
2430,D,Ship,3,5,113,2,0 - 2,Low,F,19,> 10,1660,Small,1,94
2431,E,Ship,4,1,135,3,2 - 4,Medium,M,39,> 10,1549,Small,1,96
2432,A,Ship,4,4,189,4,2 - 4,High,F,56,> 10,2646,Small,1,133
2433,B,Ship,3,2,245,3,2 - 4,Medium,M,13,> 10,3775,Medium,1,232
2434,C,Ship,3,5,181,2,0 - 2,Low,M,29,> 10,2217,Small,1,152
2435,E,Ship,3,2,207,2,0 - 2,Medium,F,37,> 10,2460,Small,1,170
2436,D,Ship,3,1,169,2,0 - 2,Medium,F,19,> 10,1183,Small,1,150
2437,E,Ship,4,5,206,3,2 - 4,Low,F,65,> 10,2598,Small,1,141
2438,A,Ship,2,5,117,3,2 - 4,Low,M,44,> 10,1192,Small,1,73
2439,B,Road,2,1,115,3,2 - 4,High,M,42,> 10,1247,Small,1,73
2440,C,Road,3,3,149,3,2 - 4,Low,F,63,> 10,1196,Small,1,86
2441,E,Road,4,5,133,3,2 - 4,Medium,M,3,0 - 4,1403,Small,1,130
2442,D,Road,4,3,271,2,0 - 2,Medium,M,22,> 10,2595,Small,1,249
2443,E,Road,2,5,116,3,2 - 4,Low,F,3,0 - 4,1688,Small,1,113
2444,A,Road,3,5,139,2,0 - 2,Medium,M,64,> 10,1857,Small,1,75
2445,B,Road,4,3,216,3,2 - 4,Medium,M,35,> 10,2567,Small,1,181
2446,C,Road,3,5,165,2,0 - 2,High,F,37,> 10,1234,Small,1,128
2447,E,Road,6,5,286,4,2 - 4,Low,F,31,> 10,3774,Medium,1,255
2448,D,Road,5,3,136,3,2 - 4,Medium,F,13,> 10,1446,Small,1,123
2449,E,Road,4,5,225,4,2 - 4,Low,M,48,> 10,2767,Small,1,177
2450,A,Road,4,2,163,3,2 - 4,Low,F,27,> 10,1639,Small,1,136
2451,B,Road,4,3,272,4,2 - 4,Low,M,61,> 10,2857,Small,1,211
2452,C,Road,4,3,135,2,0 - 2,High,M,24,> 10,1292,Small,1,111
2453,E,Road,4,5,184,3,2 - 4,Low,F,64,> 10,3812,Medium,1,120
2454,D,Road,4,5,219,2,0 - 2,Medium,F,28,> 10,2164,Small,1,191
2455,E,Road,3,3,249,2,0 - 2,Medium,M,53,> 10,2323,Small,1,196
2456,A,Road,2,3,142,3,2 - 4,Low,F,46,> 10,1694,Small,1,96
2457,B,Road,5,2,137,3,2 - 4,Medium,M,47,> 10,1023,Small,1,90
2458,C,Road,2,5,168,3,2 - 4,Low,M,37,> 10,1717,Small,1,131
2459,E,Road,5,5,165,3,2 - 4,Medium,F,32,> 10,1798,Small,1,133
2460,D,Road,3,3,199,2,0 - 2,Low,M,4,0 - 4,3553,Medium,1,195
2461,E,Flight,3,3,246,3,2 - 4,Low,M,27,> 10,3648,Medium,1,219
2462,A,Flight,5,2,224,4,2 - 4,Medium,M,43,> 10,2336,Small,1,181
2463,B,Flight,5,5,216,6,2 - 4,Low,M,54,> 10,2075,Small,1,162
2464,C,Flight,5,3,167,2,0 - 2,Low,M,3,0 - 4,1140,Small,1,164
2465,E,Flight,4,2,182,3,2 - 4,Medium,M,14,> 10,3413,Medium,1,168
2466,D,Flight,6,1,126,3,2 - 4,Medium,F,37,> 10,1697,Small,1,89
2467,E,Flight,5,1,170,3,2 - 4,Medium,F,48,> 10,1299,Small,1,122
2468,A,Flight,4,2,148,3,2 - 4,Medium,M,2,0 - 4,1805,Small,1,146
2469,B,Flight,4,2,141,3,2 - 4,Medium,M,61,> 10,1875,Small,1,80
2470,C,Flight,5,5,169,2,0 - 2,Medium,F,14,> 10,1497,Small,1,155
2471,E,Flight,5,2,143,3,2 - 4,Medium,M,12,> 10,1802,Small,1,131
2472,D,Flight,4,5,156,3,2 - 4,Low,F,60,> 10,1553,Small,1,96
2473,E,Flight,5,1,241,4,2 - 4,Medium,F,19,> 10,2193,Small,1,222
2474,A,Flight,3,4,212,3,2 - 4,Medium,F,13,> 10,2307,Small,1,199
2475,B,Flight,5,3,265,3,2 - 4,Medium,M,30,> 10,2293,Small,1,235
2476,C,Flight,3,4,243,3,2 - 4,Low,F,60,> 10,2980,Medium,1,183
2477,E,Flight,5,2,209,4,2 - 4,Medium,M,15,> 10,3330,Medium,1,194
2478,D,Flight,4,5,229,3,2 - 4,Medium,M,21,> 10,2688,Small,1,208
2479,E,Flight,3,1,257,2,0 - 2,Low,F,45,> 10,3496,Medium,1,212
2480,A,Flight,5,5,209,3,2 - 4,Low,M,49,> 10,3893,Medium,1,160
2481,B,Flight,3,3,142,3,2 - 4,Medium,M,23,> 10,1897,Small,1,119
2482,C,Flight,3,5,208,4,2 - 4,Medium,M,12,> 10,3181,Medium,1,196
2483,E,Ship,6,3,167,6,2 - 4,Low,F,15,> 10,1278,Small,1,152
2484,D,Ship,3,5,266,3,2 - 4,Medium,M,16,> 10,2334,Small,1,250
2485,E,Ship,5,3,210,2,0 - 2,Medium,M,44,> 10,3382,Medium,1,166
2486,A,Ship,2,2,147,2,0 - 2,Medium,F,49,> 10,1447,Small,1,98
2487,B,Ship,5,2,132,2,0 - 2,Medium,M,8,4 - 10,1665,Small,1,124
2488,C,Ship,3,4,269,3,2 - 4,Medium,F,21,> 10,3716,Medium,1,248
2489,E,Ship,5,3,148,3,2 - 4,Medium,F,48,> 10,1099,Small,1,100
2490,D,Ship,4,5,268,2,0 - 2,High,M,32,> 10,3675,Medium,1,236
2491,E,Ship,3,5,156,2,0 - 2,Low,F,43,> 10,1301,Small,1,113
2492,A,Ship,5,1,222,4,2 - 4,Low,M,63,> 10,3506,Medium,1,159
2493,B,Ship,4,5,151,3,2 - 4,High,F,31,> 10,1365,Small,1,120
2494,C,Ship,3,3,236,3,2 - 4,Low,F,28,> 10,3652,Medium,1,208
2495,E,Ship,3,5,229,3,2 - 4,Medium,F,12,> 10,3049,Medium,1,217
2496,D,Ship,4,3,261,3,2 - 4,Low,M,42,> 10,2664,Small,1,219
2497,E,Ship,2,1,229,4,2 - 4,Low,M,6,4 - 10,3757,Medium,1,223
2498,A,Ship,4,5,205,3,2 - 4,Low,F,60,> 10,2317,Small,1,145
2499,B,Ship,3,4,240,2,0 - 2,Low,M,8,4 - 10,3883,Medium,1,232
2500,C,Ship,4,3,209,6,2 - 4,Low,F,59,> 10,2622,Small,1,150
2501,E,Ship,2,1,252,2,0 - 2,Low,M,35,> 10,2526,Small,1,217
2502,D,Ship,3,4,140,2,0 - 2,Medium,M,48,> 10,1102,Small,1,92
2503,E,Ship,5,4,156,2,0 - 2,Low,F,57,> 10,1842,Small,1,99
2504,A,Ship,2,2,190,8,2 - 4,Medium,M,33,> 10,3448,Medium,1,157
2505,B,Ship,3,4,138,6,2 - 4,Medium,M,5,4 - 10,1853,Small,1,133
2506,C,Ship,5,4,243,3,2 - 4,Low,F,35,> 10,2899,Medium,1,208
2507,E,Ship,3,1,183,2,0 - 2,Low,M,58,> 10,3027,Medium,1,125
2508,D,Ship,3,5,190,10,> 4,Medium,M,26,> 10,3244,Medium,1,164
2509,E,Ship,5,1,235,2,0 - 2,Low,M,27,> 10,2451,Small,1,208
2510,A,Ship,3,2,143,6,2 - 4,Medium,M,63,> 10,1953,Small,1,80
2511,B,Ship,3,1,176,2,0 - 2,Medium,F,45,> 10,1470,Small,1,131
2512,C,Ship,3,5,178,3,2 - 4,Low,F,39,> 10,1498,Small,1,139
2513,E,Ship,3,2,270,2,0 - 2,Medium,F,59,> 10,3706,Medium,1,211
2514,D,Ship,4,4,141,2,0 - 2,Low,M,7,4 - 10,1479,Small,1,134
2515,E,Ship,4,3,220,3,2 - 4,Medium,M,8,4 - 10,3342,Medium,1,212
2516,A,Ship,5,5,264,3,2 - 4,Medium,F,56,> 10,3482,Medium,1,208
2517,B,Ship,3,5,150,2,0 - 2,Low,F,48,> 10,1256,Small,1,102
2518,C,Ship,3,4,175,3,2 - 4,Medium,M,4,0 - 4,1519,Small,1,171
2519,E,Ship,2,4,223,3,2 - 4,Medium,F,19,> 10,3356,Medium,1,204
2520,D,Ship,4,4,162,10,> 4,High,M,12,> 10,1583,Small,1,150
2521,E,Ship,6,4,221,10,> 4,Medium,M,42,> 10,2972,Medium,1,179
2522,A,Ship,5,1,216,3,2 - 4,Low,M,40,> 10,2668,Small,1,176
2523,B,Ship,5,5,133,10,> 4,Medium,M,9,4 - 10,1724,Small,1,124
2524,C,Ship,4,2,191,3,2 - 4,High,M,3,0 - 4,2353,Small,1,188
2525,E,Ship,4,5,156,3,2 - 4,Low,M,39,> 10,1483,Small,1,117
2526,D,Ship,4,1,252,3,2 - 4,Medium,F,30,> 10,2669,Small,1,222
2527,E,Ship,3,5,198,3,2 - 4,Low,M,2,0 - 4,3417,Medium,1,196
